Commodity,Date,Unit,Min Price,Max Price,Avg Price,Year,Month,DayOfWeek,Price Range
Lime,2021-05-29,Kg,110,130,120.0,2021,5,Saturday,20
Pomegranate,2021-05-29,Kg,280,300,290.0,2021,5,Saturday,20
Mango(Maldah),2021-05-29,Kg,140,150,145.0,2021,5,Saturday,10
Mango(Dushari),2021-05-29,Kg,140,150,145.0,2021,5,Saturday,10
Mango(Calcutte),2021-05-29,Kg,130,140,135.0,2021,5,Saturday,10
Grapes(Green),2021-05-29,Kg,250,260,255.0,2021,5,Saturday,10
Water Melon(Green),2021-05-29,Kg,25,30,27.5,2021,5,Saturday,5
Sweet Orange,2021-05-29,Kg,200,220,210.0,2021,5,Saturday,20
Pineapple,2021-05-29,1 Pc,140,150,145.0,2021,5,Saturday,10
Cucumber(Local),2021-05-29,Kg,60,70,65.0,2021,5,Saturday,10
Cucumber(Hybrid),2021-05-29,KG,25,30,27.5,2021,5,Saturday,5
Jack Fruit,2021-05-29,Kg,35,40,37.5,2021,5,Saturday,5
Papaya(Indian),2021-05-29,Kg,100,110,105.0,2021,5,Saturday,10
Litchi(Indian),2021-05-29,Kg,180,200,190.0,2021,5,Saturday,20
Ginger,2021-05-29,Kg,70,80,75.0,2021,5,Saturday,10
Chilli Dry,2021-05-29,Kg,320,340,330.0,2021,5,Saturday,20
Chilli Green,2021-05-29,Kg,50,60,55.0,2021,5,Saturday,10
Chilli Green(Bullet),2021-05-29,KG,50,60,55.0,2021,5,Saturday,10
Chilli Green(Machhe),2021-05-29,KG,40,50,45.0,2021,5,Saturday,10
Chilli Green(Akbare),2021-05-29,KG,130,160,145.0,2021,5,Saturday,30
Capsicum,2021-05-29,Kg,50,60,55.0,2021,5,Saturday,10
Garlic Green,2021-05-29,Kg,50,60,55.0,2021,5,Saturday,10
Coriander Green,2021-05-29,Kg,190,200,195.0,2021,5,Saturday,10
Garlic Dry Chinese,2021-05-29,Kg,200,210,205.0,2021,5,Saturday,10
Garlic Dry Nepali,2021-05-29,Kg,100,120,110.0,2021,5,Saturday,20
Fish Fresh(Rahu),2021-05-29,KG,270,280,275.0,2021,5,Saturday,10
Fish Fresh(Bachuwa),2021-05-29,KG,225,235,230.0,2021,5,Saturday,10
Fish Fresh(Chhadi),2021-05-29,KG,210,220,215.0,2021,5,Saturday,10
Fish Fresh(Mungari),2021-05-29,KG,240,250,245.0,2021,5,Saturday,10
Tomato Big(Nepali),2021-05-30,Kg,35,40,37.5,2021,5,Sunday,5
Tomato Big(Indian),2021-05-30,Kg,35,40,37.5,2021,5,Sunday,5
Tomato Small(Local),2021-05-30,Kg,15,20,17.5,2021,5,Sunday,5
Tomato Small(Tunnel),2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Tomato Small(Indian),2021-05-30,KG,25,30,27.5,2021,5,Sunday,5
Potato Red,2021-05-30,Kg,50,55,52.5,2021,5,Sunday,5
Potato Red(Indian),2021-05-30,KG,33,35,34.0,2021,5,Sunday,2
Potato White,2021-05-30,Kg,40,45,42.5,2021,5,Sunday,5
Onion Dry (Indian),2021-05-30,Kg,40,45,42.5,2021,5,Sunday,5
Carrot(Local),2021-05-30,Kg,50,60,55.0,2021,5,Sunday,10
Cabbage(Local),2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Cauli Local,2021-05-30,Kg,20,30,25.0,2021,5,Sunday,10
Brinjal Long,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Brinjal Round,2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Cow pea(Long),2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Cowpea(Short),2021-05-30,Kg,80,90,85.0,2021,5,Sunday,10
French Bean(Local),2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
French Bean(Hybrid),2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
French Bean(Rajma),2021-05-30,Kg,50,60,55.0,2021,5,Sunday,10
Soyabean Green,2021-05-30,Kg,120,140,130.0,2021,5,Sunday,20
Bitter Gourd,2021-05-30,Kg,25,30,27.5,2021,5,Sunday,5
Bottle Gourd,2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Pointed Gourd(Local),2021-05-30,Kg,80,90,85.0,2021,5,Sunday,10
Pointed Gourd(Terai),2021-05-30,Kg,80,90,85.0,2021,5,Sunday,10
Snake Gourd,2021-05-30,Kg,25,30,27.5,2021,5,Sunday,5
Smooth Gourd,2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Pumpkin,2021-05-30,Kg,30,35,32.5,2021,5,Sunday,5
Squash(Round),2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Okara,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Sweet Potato,2021-05-30,Kg,60,70,65.0,2021,5,Sunday,10
Arum,2021-05-30,Kg,50,60,55.0,2021,5,Sunday,10
Brd Leaf Mustard,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Spinach Leaf,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Cress Leaf,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Mustard Leaf,2021-05-30,Kg,25,30,27.5,2021,5,Sunday,5
Fenugreek Leaf,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Mushroom(Kanya),2021-05-30,Kg,120,150,135.0,2021,5,Sunday,30
Mushroom(Button),2021-05-30,KG,250,300,275.0,2021,5,Sunday,50
Neuro,2021-05-30,Kg,70,80,75.0,2021,5,Sunday,10
Brocauli,2021-05-30,Kg,60,70,65.0,2021,5,Sunday,10
Sugarbeet,2021-05-30,Kg,70,80,75.0,2021,5,Sunday,10
Red Cabbbage,2021-05-30,Kg,70,80,75.0,2021,5,Sunday,10
Lettuce,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Fennel Leaf,2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Mint,2021-05-30,Kg,100,110,105.0,2021,5,Sunday,10
Turnip A,2021-05-30,Kg,70,80,75.0,2021,5,Sunday,10
Tamarind,2021-05-30,Kg,150,160,155.0,2021,5,Sunday,10
Bamboo Shoot,2021-05-30,Kg,90,100,95.0,2021,5,Sunday,10
Tofu,2021-05-30,Kg,90,100,95.0,2021,5,Sunday,10
Apple(Jholey),2021-05-30,Kg,180,200,190.0,2021,5,Sunday,20
Apple(Fuji),2021-05-30,KG,280,300,290.0,2021,5,Sunday,20
Banana,2021-05-30,Doz,100,110,105.0,2021,5,Sunday,10
Lime,2021-05-30,Kg,100,120,110.0,2021,5,Sunday,20
Pomegranate,2021-05-30,Kg,280,300,290.0,2021,5,Sunday,20
Mango(Maldah),2021-05-30,Kg,140,150,145.0,2021,5,Sunday,10
Mango(Dushari),2021-05-30,Kg,140,150,145.0,2021,5,Sunday,10
Mango(Calcutte),2021-05-30,Kg,130,140,135.0,2021,5,Sunday,10
Grapes(Green),2021-05-30,Kg,200,220,210.0,2021,5,Sunday,20
Water Melon(Green),2021-05-30,Kg,30,40,35.0,2021,5,Sunday,10
Sweet Orange,2021-05-30,Kg,200,220,210.0,2021,5,Sunday,20
Pineapple,2021-05-30,1 Pc,140,150,145.0,2021,5,Sunday,10
Cucumber(Local),2021-05-30,Kg,50,60,55.0,2021,5,Sunday,10
Cucumber(Hybrid),2021-05-30,KG,25,30,27.5,2021,5,Sunday,5
Jack Fruit,2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Litchi(Indian),2021-05-30,Kg,180,200,190.0,2021,5,Sunday,20
Ginger,2021-05-30,Kg,70,80,75.0,2021,5,Sunday,10
Chilli Dry,2021-05-30,Kg,320,340,330.0,2021,5,Sunday,20
Chilli Green,2021-05-30,Kg,60,70,65.0,2021,5,Sunday,10
Chilli Green(Bullet),2021-05-30,KG,60,70,65.0,2021,5,Sunday,10
Chilli Green(Machhe),2021-05-30,KG,30,40,35.0,2021,5,Sunday,10
Chilli Green(Akbare),2021-05-30,KG,150,160,155.0,2021,5,Sunday,10
Capsicum,2021-05-30,Kg,40,50,45.0,2021,5,Sunday,10
Garlic Green,2021-05-30,Kg,50,60,55.0,2021,5,Sunday,10
Coriander Green,2021-05-30,Kg,190,200,195.0,2021,5,Sunday,10
Garlic Dry Chinese,2021-05-30,Kg,180,200,190.0,2021,5,Sunday,20
Garlic Dry Nepali,2021-05-30,Kg,100,110,105.0,2021,5,Sunday,10
Clive Dry,2021-05-30,Kg,100,110,105.0,2021,5,Sunday,10
Fish Fresh(Rahu),2021-05-30,KG,270,280,275.0,2021,5,Sunday,10
Fish Fresh(Bachuwa),2021-05-30,KG,225,235,230.0,2021,5,Sunday,10
Fish Fresh(Chhadi),2021-05-30,KG,200,220,210.0,2021,5,Sunday,20
Fish Fresh(Mungari),2021-05-30,KG,240,250,245.0,2021,5,Sunday,10
Tomato Big(Nepali),2021-05-31,Kg,35,40,37.5,2021,5,Monday,5
Tomato Big(Indian),2021-05-31,Kg,35,40,37.5,2021,5,Monday,5
Tomato Small(Tunnel),2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Tomato Small(Indian),2021-05-31,KG,15,20,17.5,2021,5,Monday,5
Potato Red,2021-05-31,Kg,50,55,52.5,2021,5,Monday,5
Potato Red(Indian),2021-05-31,KG,28,32,30.0,2021,5,Monday,4
Potato Red(Mude),2021-05-31,Kg,50,55,52.5,2021,5,Monday,5
Potato White,2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Onion Dry (Indian),2021-05-31,Kg,45,50,47.5,2021,5,Monday,5
Carrot(Local),2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Cabbage(Local),2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Cauli Local,2021-05-31,Kg,30,40,35.0,2021,5,Monday,10
Brinjal Long,2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Brinjal Round,2021-05-31,Kg,25,35,30.0,2021,5,Monday,10
Cow pea(Long),2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Cowpea(Short),2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Green Peas,2021-05-31,Kg,100,110,105.0,2021,5,Monday,10
French Bean(Local),2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
French Bean(Hybrid),2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Soyabean Green,2021-05-31,Kg,100,110,105.0,2021,5,Monday,10
Bitter Gourd,2021-05-31,Kg,15,20,17.5,2021,5,Monday,5
Bottle Gourd,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Pointed Gourd(Local),2021-05-31,Kg,80,90,85.0,2021,5,Monday,10
Pointed Gourd(Terai),2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Snake Gourd,2021-05-31,Kg,30,40,35.0,2021,5,Monday,10
Smooth Gourd,2021-05-31,Kg,30,40,35.0,2021,5,Monday,10
Pumpkin,2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Squash(Long),2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Squash(Round),2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Okara,2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Sweet Potato,2021-05-31,Kg,60,70,65.0,2021,5,Monday,10
Arum,2021-05-31,Kg,50,60,55.0,2021,5,Monday,10
Brd Leaf Mustard,2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Spinach Leaf,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Cress Leaf,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Mustard Leaf,2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Fenugreek Leaf,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Onion Green,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Mushroom(Kanya),2021-05-31,Kg,120,140,130.0,2021,5,Monday,20
Mushroom(Button),2021-05-31,KG,250,280,265.0,2021,5,Monday,30
Neuro,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Brocauli,2021-05-31,Kg,60,70,65.0,2021,5,Monday,10
Sugarbeet,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Red Cabbbage,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Lettuce,2021-05-31,Kg,30,40,35.0,2021,5,Monday,10
Knolkhol,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Fennel Leaf,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Mint,2021-05-31,Kg,100,120,110.0,2021,5,Monday,20
Turnip A,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Tamarind,2021-05-31,Kg,150,160,155.0,2021,5,Monday,10
Bamboo Shoot,2021-05-31,Kg,90,100,95.0,2021,5,Monday,10
Tofu,2021-05-31,Kg,90,100,95.0,2021,5,Monday,10
Apple(Jholey),2021-05-31,Kg,180,200,190.0,2021,5,Monday,20
Apple(Fuji),2021-05-31,KG,260,280,270.0,2021,5,Monday,20
Banana,2021-05-31,Doz,100,110,105.0,2021,5,Monday,10
Lime,2021-05-31,Kg,100,120,110.0,2021,5,Monday,20
Pomegranate,2021-05-31,Kg,250,280,265.0,2021,5,Monday,30
Mango(Maldah),2021-05-31,Kg,140,150,145.0,2021,5,Monday,10
Mango(Dushari),2021-05-31,Kg,100,120,110.0,2021,5,Monday,20
Mango(Calcutte),2021-05-31,Kg,120,140,130.0,2021,5,Monday,20
Grapes(Green),2021-05-31,Kg,200,220,210.0,2021,5,Monday,20
Water Melon(Green),2021-05-31,Kg,30,35,32.5,2021,5,Monday,5
Sweet Orange,2021-05-31,Kg,200,220,210.0,2021,5,Monday,20
Pineapple,2021-05-31,1 Pc,140,150,145.0,2021,5,Monday,10
Cucumber(Local),2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Cucumber(Hybrid),2021-05-31,KG,20,30,25.0,2021,5,Monday,10
Jack Fruit,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Pear(Chinese),2021-05-31,Kg,250,260,255.0,2021,5,Monday,10
Papaya(Indian),2021-05-31,Kg,100,110,105.0,2021,5,Monday,10
Litchi(Indian),2021-05-31,Kg,220,250,235.0,2021,5,Monday,30
Ginger,2021-05-31,Kg,70,80,75.0,2021,5,Monday,10
Chilli Dry,2021-05-31,Kg,320,330,325.0,2021,5,Monday,10
Chilli Green,2021-05-31,Kg,50,60,55.0,2021,5,Monday,10
Chilli Green(Bullet),2021-05-31,KG,50,60,55.0,2021,5,Monday,10
Chilli Green(Machhe),2021-05-31,KG,25,35,30.0,2021,5,Monday,10
Chilli Green(Akbare),2021-05-31,KG,150,200,175.0,2021,5,Monday,50
Capsicum,2021-05-31,Kg,20,30,25.0,2021,5,Monday,10
Garlic Green,2021-05-31,Kg,50,60,55.0,2021,5,Monday,10
Coriander Green,2021-05-31,Kg,40,50,45.0,2021,5,Monday,10
Garlic Dry Chinese,2021-05-31,Kg,180,200,190.0,2021,5,Monday,20
Garlic Dry Nepali,2021-05-31,Kg,100,110,105.0,2021,5,Monday,10
Clive Dry,2021-05-31,Kg,100,110,105.0,2021,5,Monday,10
Fish Fresh(Rahu),2021-05-31,KG,270,280,275.0,2021,5,Monday,10
Fish Fresh(Bachuwa),2021-05-31,KG,225,235,230.0,2021,5,Monday,10
Fish Fresh(Chhadi),2021-05-31,KG,200,220,210.0,2021,5,Monday,20
Fish Fresh(Mungari),2021-05-31,KG,240,250,245.0,2021,5,Monday,10
Tomato Big(Nepali),2021-06-01,Kg,35,40,37.5,2021,6,Tuesday,5
Tomato Big(Indian),2021-06-01,Kg,35,40,37.5,2021,6,Tuesday,5
Tomato Small(Tunnel),2021-06-01,Kg,20,30,25.0,2021,6,Tuesday,10
Potato Red,2021-06-01,Kg,50,52,51.0,2021,6,Tuesday,2
Potato Red(Indian),2021-06-01,KG,30,32,31.0,2021,6,Tuesday,2
Potato Red(Mude),2021-06-01,Kg,50,52,51.0,2021,6,Tuesday,2
Potato White,2021-06-01,Kg,30,35,32.5,2021,6,Tuesday,5
Onion Dry (Indian),2021-06-01,Kg,45,48,46.5,2021,6,Tuesday,3
Carrot(Local),2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Cabbage(Local),2021-06-01,Kg,15,20,17.5,2021,6,Tuesday,5
Cauli Local,2021-06-01,Kg,20,30,25.0,2021,6,Tuesday,10
Brinjal Long,2021-06-01,Kg,25,30,27.5,2021,6,Tuesday,5
Brinjal Round,2021-06-01,Kg,25,30,27.5,2021,6,Tuesday,5
Cow pea(Long),2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Cowpea(Short),2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Green Peas,2021-06-01,Kg,100,110,105.0,2021,6,Tuesday,10
French Bean(Local),2021-06-01,Kg,25,35,30.0,2021,6,Tuesday,10
French Bean(Hybrid),2021-06-01,Kg,25,35,30.0,2021,6,Tuesday,10
French Bean(Rajma),2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Soyabean Green,2021-06-01,Kg,120,130,125.0,2021,6,Tuesday,10
Bitter Gourd,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Bottle Gourd,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Pointed Gourd(Local),2021-06-01,Kg,60,70,65.0,2021,6,Tuesday,10
Pointed Gourd(Terai),2021-06-01,Kg,50,60,55.0,2021,6,Tuesday,10
Snake Gourd,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Smooth Gourd,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Pumpkin,2021-06-01,Kg,30,35,32.5,2021,6,Tuesday,5
Squash(Long),2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Squash(Round),2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Okara,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Sweet Potato,2021-06-01,Kg,60,70,65.0,2021,6,Tuesday,10
Arum,2021-06-01,Kg,50,60,55.0,2021,6,Tuesday,10
Christophine,2021-06-01,Kg,50,60,55.0,2021,6,Tuesday,10
Brd Leaf Mustard,2021-06-01,Kg,20,30,25.0,2021,6,Tuesday,10
Spinach Leaf,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Cress Leaf,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Mustard Leaf,2021-06-01,Kg,20,30,25.0,2021,6,Tuesday,10
Fenugreek Leaf,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Onion Green,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Mushroom(Kanya),2021-06-01,Kg,120,140,130.0,2021,6,Tuesday,20
Mushroom(Button),2021-06-01,KG,220,250,235.0,2021,6,Tuesday,30
Neuro,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Brocauli,2021-06-01,Kg,60,70,65.0,2021,6,Tuesday,10
Sugarbeet,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Red Cabbbage,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Lettuce,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Knolkhol,2021-06-01,Kg,50,60,55.0,2021,6,Tuesday,10
Fennel Leaf,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Mint,2021-06-01,Kg,100,120,110.0,2021,6,Tuesday,20
Turnip A,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Tamarind,2021-06-01,Kg,150,160,155.0,2021,6,Tuesday,10
Bamboo Shoot,2021-06-01,Kg,90,100,95.0,2021,6,Tuesday,10
Tofu,2021-06-01,Kg,90,100,95.0,2021,6,Tuesday,10
Apple(Jholey),2021-06-01,Kg,180,200,190.0,2021,6,Tuesday,20
Apple(Fuji),2021-06-01,KG,250,280,265.0,2021,6,Tuesday,30
Banana,2021-06-01,Doz,100,110,105.0,2021,6,Tuesday,10
Lime,2021-06-01,Kg,100,120,110.0,2021,6,Tuesday,20
Pomegranate,2021-06-01,Kg,280,300,290.0,2021,6,Tuesday,20
Mango(Maldah),2021-06-01,Kg,140,150,145.0,2021,6,Tuesday,10
Mango(Dushari),2021-06-01,Kg,140,150,145.0,2021,6,Tuesday,10
Mango(Calcutte),2021-06-01,Kg,120,130,125.0,2021,6,Tuesday,10
Grapes(Green),2021-06-01,Kg,200,220,210.0,2021,6,Tuesday,20
Water Melon(Green),2021-06-01,Kg,30,35,32.5,2021,6,Tuesday,5
Sweet Orange,2021-06-01,Kg,200,220,210.0,2021,6,Tuesday,20
Pineapple,2021-06-01,1 Pc,140,150,145.0,2021,6,Tuesday,10
Cucumber(Local),2021-06-01,Kg,60,70,65.0,2021,6,Tuesday,10
Cucumber(Hybrid),2021-06-01,KG,20,30,25.0,2021,6,Tuesday,10
Jack Fruit,2021-06-01,Kg,40,50,45.0,2021,6,Tuesday,10
Pear(Chinese),2021-06-01,Kg,250,260,255.0,2021,6,Tuesday,10
Papaya(Indian),2021-06-01,Kg,100,120,110.0,2021,6,Tuesday,20
Litchi(Indian),2021-06-01,Kg,220,250,235.0,2021,6,Tuesday,30
Ginger,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Chilli Dry,2021-06-01,Kg,320,330,325.0,2021,6,Tuesday,10
Chilli Green,2021-06-01,Kg,70,80,75.0,2021,6,Tuesday,10
Chilli Green(Bullet),2021-06-01,KG,70,80,75.0,2021,6,Tuesday,10
Chilli Green(Machhe),2021-06-01,KG,30,40,35.0,2021,6,Tuesday,10
Chilli Green(Akbare),2021-06-01,KG,200,250,225.0,2021,6,Tuesday,50
Capsicum,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Garlic Green,2021-06-01,Kg,50,60,55.0,2021,6,Tuesday,10
Coriander Green,2021-06-01,Kg,30,40,35.0,2021,6,Tuesday,10
Garlic Dry Chinese,2021-06-01,Kg,190,200,195.0,2021,6,Tuesday,10
Garlic Dry Nepali,2021-06-01,Kg,100,110,105.0,2021,6,Tuesday,10
Clive Dry,2021-06-01,Kg,100,110,105.0,2021,6,Tuesday,10
Fish Fresh(Rahu),2021-06-01,KG,270,280,275.0,2021,6,Tuesday,10
Fish Fresh(Bachuwa),2021-06-01,KG,225,235,230.0,2021,6,Tuesday,10
Fish Fresh(Chhadi),2021-06-01,KG,200,220,210.0,2021,6,Tuesday,20
Fish Fresh(Mungari),2021-06-01,KG,240,250,245.0,2021,6,Tuesday,10
Tomato Big(Nepali),2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Tomato Big(Indian),2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Tomato Small(Local),2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Tomato Small(Tunnel),2021-06-02,Kg,35,45,40.0,2021,6,Wednesday,10
Potato Red,2021-06-02,Kg,45,50,47.5,2021,6,Wednesday,5
Potato Red(Indian),2021-06-02,KG,35,40,37.5,2021,6,Wednesday,5
Potato White,2021-06-02,Kg,40,45,42.5,2021,6,Wednesday,5
Onion Dry (Indian),2021-06-02,Kg,40,45,42.5,2021,6,Wednesday,5
Carrot(Local),2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Cabbage(Local),2021-06-02,Kg,15,20,17.5,2021,6,Wednesday,5
Cauli Local,2021-06-02,Kg,45,50,47.5,2021,6,Wednesday,5
Raddish White(Hybrid),2021-06-02,Kg,15,20,17.5,2021,6,Wednesday,5
Brinjal Long,2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Brinjal Round,2021-06-02,Kg,40,50,45.0,2021,6,Wednesday,10
Cow pea(Long),2021-06-02,Kg,40,50,45.0,2021,6,Wednesday,10
Green Peas,2021-06-02,Kg,100,120,110.0,2021,6,Wednesday,20
French Bean(Local),2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
French Bean(Hybrid),2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
French Bean(Rajma),2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Soyabean Green,2021-06-02,Kg,120,130,125.0,2021,6,Wednesday,10
Bitter Gourd,2021-06-02,Kg,30,40,35.0,2021,6,Wednesday,10
Bottle Gourd,2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Pointed Gourd(Local),2021-06-02,Kg,60,70,65.0,2021,6,Wednesday,10
Pointed Gourd(Terai),2021-06-02,Kg,60,70,65.0,2021,6,Wednesday,10
Snake Gourd,2021-06-02,Kg,35,45,40.0,2021,6,Wednesday,10
Smooth Gourd,2021-06-02,Kg,40,50,45.0,2021,6,Wednesday,10
Pumpkin,2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Squash(Round),2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Okara,2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Sweet Potato,2021-06-02,Kg,60,70,65.0,2021,6,Wednesday,10
Arum,2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Brd Leaf Mustard,2021-06-02,Kg,25,30,27.5,2021,6,Wednesday,5
Spinach Leaf,2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Cress Leaf,2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Mustard Leaf,2021-06-02,Kg,20,30,25.0,2021,6,Wednesday,10
Fenugreek Leaf,2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Onion Green,2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Mushroom(Kanya),2021-06-02,Kg,140,160,150.0,2021,6,Wednesday,20
Mushroom(Button),2021-06-02,KG,280,300,290.0,2021,6,Wednesday,20
Neuro,2021-06-02,Kg,70,80,75.0,2021,6,Wednesday,10
Brocauli,2021-06-02,Kg,60,70,65.0,2021,6,Wednesday,10
Sugarbeet,2021-06-02,Kg,70,80,75.0,2021,6,Wednesday,10
Red Cabbbage,2021-06-02,Kg,70,80,75.0,2021,6,Wednesday,10
Lettuce,2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Knolkhol,2021-06-02,Kg,50,60,55.0,2021,6,Wednesday,10
Fennel Leaf,2021-06-02,Kg,40,50,45.0,2021,6,Wednesday,10
Mint,2021-06-02,Kg,100,110,105.0,2021,6,Wednesday,10
Turnip A,2021-06-02,Kg,70,80,75.0,2021,6,Wednesday,10
Tamarind,2021-06-02,Kg,140,150,145.0,2021,6,Wednesday,10
Bamboo Shoot,2021-06-02,Kg,90,100,95.0,2021,6,Wednesday,10
Tofu,2021-06-02,Kg,90,100,95.0,2021,6,Wednesday,10
Apple(Jholey),2021-06-02,Kg,180,200,190.0,2021,6,Wednesday,20
Apple(Fuji),2021-06-02,KG,250,280,265.0,2021,6,Wednesday,30
Banana,2021-06-02,Doz,100,110,105.0,2021,6,Wednesday,10
Lime,2021-06-02,Kg,100,120,110.0,2021,6,Wednesday,20
Pomegranate,2021-06-02,Kg,280,300,290.0,2021,6,Wednesday,20
Mango(Maldah),2021-06-02,Kg,140,150,145.0,2021,6,Wednesday,10
Mango(Dushari),2021-06-02,Kg,140,150,145.0,2021,6,Wednesday,10
Mango(Calcutte),2021-06-02,Kg,120,130,125.0,2021,6,Wednesday,10
Grapes(Green),2021-06-02,Kg,200,220,210.0,2021,6,Wednesday,20
Water Melon(Green),2021-06-02,Kg,30,35,32.5,2021,6,Wednesday,5
Sweet Orange,2021-06-02,Kg,200,220,210.0,2021,6,Wednesday,20
Pineapple,2021-06-02,1 Pc,140,150,145.0,2021,6,Wednesday,10
Cucumber(Local),2021-06-02,Kg,60,70,65.0,2021,6,Wednesday,10
Cucumber(Hybrid),2021-06-02,KG,20,30,25.0,2021,6,Wednesday,10
Jack Fruit,2021-06-02,Kg,35,40,37.5,2021,6,Wednesday,5
Pear(Chinese),2021-06-02,Kg,250,260,255.0,2021,6,Wednesday,10
Papaya(Indian),2021-06-02,Kg,100,120,110.0,2021,6,Wednesday,20
