Commodity,Date,Unit,Min Price,Max Price,Avg Price,Year,Month,DayOfWeek,Price Range
Water Melon(Green),2022-03-06,Kg,50,60,55.0,2022,3,Sunday,10
Sweet Orange,2022-03-06,Kg,140,150,145.0,2022,3,Sunday,10
Pineapple,2022-03-06,1 Pc,140,150,145.0,2022,3,Sunday,10
Cucumber(Local),2022-03-06,Kg,130,140,135.0,2022,3,Sunday,10
Cucumber(Hybrid),2022-03-06,KG,50,60,55.0,2022,3,Sunday,10
Jack Fruit,2022-03-06,Kg,100,120,110.0,2022,3,Sunday,20
Lemon,2022-03-06,Kg,50,60,55.0,2022,3,Sunday,10
Pear(Chinese),2022-03-06,Kg,220,250,235.0,2022,3,Sunday,30
Papaya(Nepali),2022-03-06,Kg,50,60,55.0,2022,3,Sunday,10
Papaya(Indian),2022-03-06,Kg,90,100,95.0,2022,3,Sunday,10
Guava,2022-03-06,Kg,100,120,110.0,2022,3,Sunday,20
Mombin,2022-03-06,Kg,240,250,245.0,2022,3,Sunday,10
Sugarcane,2022-03-06,1 Pc,100,120,110.0,2022,3,Sunday,20
Kinnow,2022-03-06,Kg,110,120,115.0,2022,3,Sunday,10
Amla,2022-03-06,Kg,80,90,85.0,2022,3,Sunday,10
Ginger,2022-03-06,Kg,40,50,45.0,2022,3,Sunday,10
Chilli Dry,2022-03-06,Kg,380,400,390.0,2022,3,Sunday,20
Chilli Green,2022-03-06,Kg,190,200,195.0,2022,3,Sunday,10
Chilli Green(Bullet),2022-03-06,KG,190,200,195.0,2022,3,Sunday,10
Chilli Green(Machhe),2022-03-06,KG,90,100,95.0,2022,3,Sunday,10
Chilli Green(Akbare),2022-03-06,KG,350,400,375.0,2022,3,Sunday,50
Capsicum,2022-03-06,Kg,130,140,135.0,2022,3,Sunday,10
Garlic Green,2022-03-06,Kg,40,50,45.0,2022,3,Sunday,10
Coriander Green,2022-03-06,Kg,50,60,55.0,2022,3,Sunday,10
Garlic Dry Chinese,2022-03-06,Kg,180,200,190.0,2022,3,Sunday,20
Garlic Dry Nepali,2022-03-06,Kg,140,150,145.0,2022,3,Sunday,10
Clive Dry,2022-03-06,Kg,320,350,335.0,2022,3,Sunday,30
Clive Green,2022-03-06,Kg,70,80,75.0,2022,3,Sunday,10
Fish Fresh(Rahu),2022-03-06,KG,300,320,310.0,2022,3,Sunday,20
Fish Fresh(Bachuwa),2022-03-06,KG,260,270,265.0,2022,3,Sunday,10
Fish Fresh(Chhadi),2022-03-06,KG,320,350,335.0,2022,3,Sunday,30
Fish Fresh(Mungari),2022-03-06,KG,250,260,255.0,2022,3,Sunday,10
Tomato Big(Nepali),2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Tomato Big(Indian),2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Tomato Small(Local),2022-03-07,Kg,15,25,20.0,2022,3,Monday,10
Tomato Small(Indian),2022-03-07,KG,30,40,35.0,2022,3,Monday,10
Tomato Small(Terai),2022-03-07,KG,25,35,30.0,2022,3,Monday,10
Potato Red,2022-03-07,Kg,28,30,29.0,2022,3,Monday,2
Potato Red(Indian),2022-03-07,KG,25,28,26.5,2022,3,Monday,3
Onion Dry (Indian),2022-03-07,Kg,50,55,52.5,2022,3,Monday,5
Carrot(Local),2022-03-07,Kg,20,30,25.0,2022,3,Monday,10
Carrot(Terai),2022-03-07,Kg,20,25,22.5,2022,3,Monday,5
Cabbage(Local),2022-03-07,Kg,30,35,32.5,2022,3,Monday,5
Cabbage(Terai),2022-03-07,Kg,30,35,32.5,2022,3,Monday,5
Cabbage,2022-03-07,Kg,30,35,32.5,2022,3,Monday,5
Cauli Local,2022-03-07,Kg,30,40,35.0,2022,3,Monday,10
Cauli Local(Jyapu),2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Cauli Terai,2022-03-07,Kg,25,30,27.5,2022,3,Monday,5
Raddish Red,2022-03-07,Kg,30,35,32.5,2022,3,Monday,5
Raddish White(Hybrid),2022-03-07,Kg,15,20,17.5,2022,3,Monday,5
Brinjal Long,2022-03-07,Kg,70,80,75.0,2022,3,Monday,10
Brinjal Round,2022-03-07,Kg,70,80,75.0,2022,3,Monday,10
Green Peas,2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
French Bean(Local),2022-03-07,Kg,80,90,85.0,2022,3,Monday,10
French Bean(Hybrid),2022-03-07,Kg,90,100,95.0,2022,3,Monday,10
French Bean(Rajma),2022-03-07,Kg,70,80,75.0,2022,3,Monday,10
Sword Bean,2022-03-07,Kg,110,120,115.0,2022,3,Monday,10
Bitter Gourd,2022-03-07,Kg,160,170,165.0,2022,3,Monday,10
Bottle Gourd,2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Pumpkin,2022-03-07,Kg,30,40,35.0,2022,3,Monday,10
Squash(Long),2022-03-07,Kg,25,30,27.5,2022,3,Monday,5
Squash(Round),2022-03-07,Kg,30,35,32.5,2022,3,Monday,5
Turnip,2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Okara,2022-03-07,Kg,120,130,125.0,2022,3,Monday,10
Sweet Potato,2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Barela,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Arum,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Christophine,2022-03-07,Kg,30,40,35.0,2022,3,Monday,10
Spinach Leaf,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Cress Leaf,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Mustard Leaf,2022-03-07,Kg,30,40,35.0,2022,3,Monday,10
Fenugreek Leaf,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Onion Green,2022-03-07,Kg,20,30,25.0,2022,3,Monday,10
Bakula,2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Yam,2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Mushroom(Kanya),2022-03-07,Kg,150,180,165.0,2022,3,Monday,30
Mushroom(Button),2022-03-07,KG,380,400,390.0,2022,3,Monday,20
Brocauli,2022-03-07,Kg,30,40,35.0,2022,3,Monday,10
Sugarbeet,2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Red Cabbbage,2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Lettuce,2022-03-07,Kg,70,80,75.0,2022,3,Monday,10
Celery,2022-03-07,Kg,110,120,115.0,2022,3,Monday,10
Parseley,2022-03-07,Kg,210,220,215.0,2022,3,Monday,10
Fennel Leaf,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Turnip A,2022-03-07,Kg,60,70,65.0,2022,3,Monday,10
Tamarind,2022-03-07,Kg,150,160,155.0,2022,3,Monday,10
Bamboo Shoot,2022-03-07,Kg,90,100,95.0,2022,3,Monday,10
Tofu,2022-03-07,Kg,90,100,95.0,2022,3,Monday,10
Gundruk,2022-03-07,Kg,220,250,235.0,2022,3,Monday,30
Apple(Jholey),2022-03-07,Kg,210,220,215.0,2022,3,Monday,10
Apple(Fuji),2022-03-07,KG,250,280,265.0,2022,3,Monday,30
Banana,2022-03-07,Doz,110,120,115.0,2022,3,Monday,10
Lime,2022-03-07,Kg,180,200,190.0,2022,3,Monday,20
Pomegranate,2022-03-07,Kg,250,260,255.0,2022,3,Monday,10
Grapes(Green),2022-03-07,Kg,110,120,115.0,2022,3,Monday,10
Grapes(Black),2022-03-07,Kg,180,200,190.0,2022,3,Monday,20
Orange(Indian),2022-03-07,Kg,130,140,135.0,2022,3,Monday,10
Water Melon(Green),2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Sweet Orange,2022-03-07,Kg,140,150,145.0,2022,3,Monday,10
Pineapple,2022-03-07,1 Pc,140,150,145.0,2022,3,Monday,10
Cucumber(Local),2022-03-07,Kg,120,130,125.0,2022,3,Monday,10
Cucumber(Hybrid),2022-03-07,KG,40,50,45.0,2022,3,Monday,10
Jack Fruit,2022-03-07,Kg,100,110,105.0,2022,3,Monday,10
Lemon,2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Pear(Chinese),2022-03-07,Kg,220,250,235.0,2022,3,Monday,30
Papaya(Nepali),2022-03-07,Kg,50,60,55.0,2022,3,Monday,10
Papaya(Indian),2022-03-07,Kg,90,100,95.0,2022,3,Monday,10
Guava,2022-03-07,Kg,100,120,110.0,2022,3,Monday,20
Mombin,2022-03-07,Kg,230,240,235.0,2022,3,Monday,10
Sugarcane,2022-03-07,1 Pc,100,110,105.0,2022,3,Monday,10
Kinnow,2022-03-07,Kg,110,120,115.0,2022,3,Monday,10
Amla,2022-03-07,Kg,80,90,85.0,2022,3,Monday,10
Ginger,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Chilli Dry,2022-03-07,Kg,380,400,390.0,2022,3,Monday,20
Chilli Green,2022-03-07,Kg,200,220,210.0,2022,3,Monday,20
Chilli Green(Bullet),2022-03-07,KG,200,220,210.0,2022,3,Monday,20
Chilli Green(Machhe),2022-03-07,KG,90,100,95.0,2022,3,Monday,10
Capsicum,2022-03-07,Kg,130,140,135.0,2022,3,Monday,10
Garlic Green,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Coriander Green,2022-03-07,Kg,40,50,45.0,2022,3,Monday,10
Garlic Dry Chinese,2022-03-07,Kg,180,200,190.0,2022,3,Monday,20
Garlic Dry Nepali,2022-03-07,Kg,140,150,145.0,2022,3,Monday,10
Clive Dry,2022-03-07,Kg,320,350,335.0,2022,3,Monday,30
Clive Green,2022-03-07,Kg,70,80,75.0,2022,3,Monday,10
Fish Fresh(Rahu),2022-03-07,KG,300,320,310.0,2022,3,Monday,20
Fish Fresh(Bachuwa),2022-03-07,KG,260,270,265.0,2022,3,Monday,10
Fish Fresh(Chhadi),2022-03-07,KG,320,350,335.0,2022,3,Monday,30
Fish Fresh(Mungari),2022-03-07,KG,250,260,255.0,2022,3,Monday,10
Tomato Big(Nepali),2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Tomato Big(Indian),2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Tomato Small(Local),2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Tomato Small(Indian),2022-03-08,KG,35,40,37.5,2022,3,Tuesday,5
Tomato Small(Terai),2022-03-08,KG,35,40,37.5,2022,3,Tuesday,5
Potato Red,2022-03-08,Kg,25,27,26.0,2022,3,Tuesday,2
Potato Red(Indian),2022-03-08,KG,22,25,23.5,2022,3,Tuesday,3
Potato White,2022-03-08,Kg,18,20,19.0,2022,3,Tuesday,2
Onion Dry (Indian),2022-03-08,Kg,50,52,51.0,2022,3,Tuesday,2
Carrot(Local),2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Carrot(Terai),2022-03-08,Kg,15,20,17.5,2022,3,Tuesday,5
Cabbage(Local),2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Cabbage(Terai),2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Cabbage,2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Cauli Local,2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Cauli Local(Jyapu),2022-03-08,Kg,30,40,35.0,2022,3,Tuesday,10
Cauli Terai,2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Raddish Red,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Raddish White(Hybrid),2022-03-08,Kg,15,20,17.5,2022,3,Tuesday,5
Brinjal Long,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Brinjal Round,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Green Peas,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
French Bean(Local),2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
French Bean(Hybrid),2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
French Bean(Rajma),2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Sword Bean,2022-03-08,Kg,100,120,110.0,2022,3,Tuesday,20
Bitter Gourd,2022-03-08,Kg,160,180,170.0,2022,3,Tuesday,20
Bottle Gourd,2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Pointed Gourd(Terai),2022-03-08,Kg,220,230,225.0,2022,3,Tuesday,10
Pumpkin,2022-03-08,Kg,35,40,37.5,2022,3,Tuesday,5
Squash(Long),2022-03-08,Kg,25,30,27.5,2022,3,Tuesday,5
Squash(Round),2022-03-08,Kg,20,30,25.0,2022,3,Tuesday,10
Turnip,2022-03-08,Kg,30,40,35.0,2022,3,Tuesday,10
Okara,2022-03-08,Kg,110,120,115.0,2022,3,Tuesday,10
Sweet Potato,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Barela,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Arum,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Christophine,2022-03-08,Kg,30,40,35.0,2022,3,Tuesday,10
Spinach Leaf,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Cress Leaf,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Mustard Leaf,2022-03-08,Kg,30,40,35.0,2022,3,Tuesday,10
Fenugreek Leaf,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Onion Green,2022-03-08,Kg,30,40,35.0,2022,3,Tuesday,10
Bakula,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Yam,2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Mushroom(Kanya),2022-03-08,Kg,120,150,135.0,2022,3,Tuesday,30
Mushroom(Button),2022-03-08,KG,280,320,300.0,2022,3,Tuesday,40
Brocauli,2022-03-08,Kg,35,45,40.0,2022,3,Tuesday,10
Sugarbeet,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Drumstick,2022-03-08,Kg,160,180,170.0,2022,3,Tuesday,20
Red Cabbbage,2022-03-08,Kg,50,80,65.0,2022,3,Tuesday,30
Lettuce,2022-03-08,Kg,60,70,65.0,2022,3,Tuesday,10
Knolkhol,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Celery,2022-03-08,Kg,100,120,110.0,2022,3,Tuesday,20
Parseley,2022-03-08,Kg,120,150,135.0,2022,3,Tuesday,30
Fennel Leaf,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Turnip A,2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Tamarind,2022-03-08,Kg,150,160,155.0,2022,3,Tuesday,10
Bamboo Shoot,2022-03-08,Kg,90,100,95.0,2022,3,Tuesday,10
Tofu,2022-03-08,Kg,80,90,85.0,2022,3,Tuesday,10
Gundruk,2022-03-08,Kg,200,250,225.0,2022,3,Tuesday,50
Apple(Jholey),2022-03-08,Kg,180,200,190.0,2022,3,Tuesday,20
Apple(Fuji),2022-03-08,KG,250,280,265.0,2022,3,Tuesday,30
Banana,2022-03-08,Doz,120,130,125.0,2022,3,Tuesday,10
Lime,2022-03-08,Kg,180,200,190.0,2022,3,Tuesday,20
Pomegranate,2022-03-08,Kg,250,300,275.0,2022,3,Tuesday,50
Grapes(Green),2022-03-08,Kg,120,150,135.0,2022,3,Tuesday,30
Grapes(Black),2022-03-08,Kg,200,220,210.0,2022,3,Tuesday,20
Orange(Indian),2022-03-08,Kg,140,150,145.0,2022,3,Tuesday,10
Water Melon(Green),2022-03-08,Kg,50,70,60.0,2022,3,Tuesday,20
Sweet Orange,2022-03-08,Kg,140,150,145.0,2022,3,Tuesday,10
Mandarin,2022-03-08,Kg,200,250,225.0,2022,3,Tuesday,50
Pineapple,2022-03-08,1 Pc,140,150,145.0,2022,3,Tuesday,10
Cucumber(Local),2022-03-08,Kg,110,130,120.0,2022,3,Tuesday,20
Cucumber(Hybrid),2022-03-08,KG,40,50,45.0,2022,3,Tuesday,10
Jack Fruit,2022-03-08,Kg,90,100,95.0,2022,3,Tuesday,10
Lemon,2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Pear(Chinese),2022-03-08,Kg,220,250,235.0,2022,3,Tuesday,30
Papaya(Nepali),2022-03-08,Kg,50,60,55.0,2022,3,Tuesday,10
Papaya(Indian),2022-03-08,Kg,70,90,80.0,2022,3,Tuesday,20
Guava,2022-03-08,Kg,100,120,110.0,2022,3,Tuesday,20
Mombin,2022-03-08,Kg,200,220,210.0,2022,3,Tuesday,20
Sugarcane,2022-03-08,1 Pc,100,120,110.0,2022,3,Tuesday,20
Kinnow,2022-03-08,Kg,120,140,130.0,2022,3,Tuesday,20
Amla,2022-03-08,Kg,80,90,85.0,2022,3,Tuesday,10
Ginger,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Chilli Dry,2022-03-08,Kg,380,400,390.0,2022,3,Tuesday,20
Chilli Green,2022-03-08,Kg,190,200,195.0,2022,3,Tuesday,10
Chilli Green(Bullet),2022-03-08,KG,180,200,190.0,2022,3,Tuesday,20
Chilli Green(Machhe),2022-03-08,KG,90,100,95.0,2022,3,Tuesday,10
Chilli Green(Akbare),2022-03-08,KG,350,400,375.0,2022,3,Tuesday,50
Capsicum,2022-03-08,Kg,80,100,90.0,2022,3,Tuesday,20
Garlic Green,2022-03-08,Kg,40,50,45.0,2022,3,Tuesday,10
Coriander Green,2022-03-08,Kg,30,50,40.0,2022,3,Tuesday,20
Garlic Dry Chinese,2022-03-08,Kg,170,180,175.0,2022,3,Tuesday,10
Garlic Dry Nepali,2022-03-08,Kg,140,150,145.0,2022,3,Tuesday,10
Clive Dry,2022-03-08,Kg,320,350,335.0,2022,3,Tuesday,30
Clive Green,2022-03-08,Kg,70,80,75.0,2022,3,Tuesday,10
Fish Fresh(Rahu),2022-03-08,KG,300,320,310.0,2022,3,Tuesday,20
Fish Fresh(Bachuwa),2022-03-08,KG,260,280,270.0,2022,3,Tuesday,20
Fish Fresh(Chhadi),2022-03-08,KG,280,320,300.0,2022,3,Tuesday,40
Fish Fresh(Mungari),2022-03-08,KG,260,270,265.0,2022,3,Tuesday,10
Tomato Big(Nepali),2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Tomato Big(Indian),2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Tomato Small(Local),2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Tomato Small(Indian),2022-03-09,KG,30,35,32.5,2022,3,Wednesday,5
Tomato Small(Terai),2022-03-09,KG,35,45,40.0,2022,3,Wednesday,10
Potato Red,2022-03-09,Kg,25,27,26.0,2022,3,Wednesday,2
Potato Red(Indian),2022-03-09,KG,22,25,23.5,2022,3,Wednesday,3
Potato White,2022-03-09,Kg,18,20,19.0,2022,3,Wednesday,2
Onion Dry (Indian),2022-03-09,Kg,50,52,51.0,2022,3,Wednesday,2
Carrot(Local),2022-03-09,Kg,20,25,22.5,2022,3,Wednesday,5
Carrot(Terai),2022-03-09,Kg,15,20,17.5,2022,3,Wednesday,5
Cabbage(Local),2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Cabbage(Terai),2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Cabbage,2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Cauli Local,2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Cauli Local(Jyapu),2022-03-09,Kg,30,40,35.0,2022,3,Wednesday,10
Cauli Terai,2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Raddish Red,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Raddish White(Hybrid),2022-03-09,Kg,15,20,17.5,2022,3,Wednesday,5
Brinjal Long,2022-03-09,Kg,60,70,65.0,2022,3,Wednesday,10
Brinjal Round,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Green Peas,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
French Bean(Local),2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
French Bean(Hybrid),2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
French Bean(Rajma),2022-03-09,Kg,60,70,65.0,2022,3,Wednesday,10
Sword Bean,2022-03-09,Kg,100,110,105.0,2022,3,Wednesday,10
Bitter Gourd,2022-03-09,Kg,160,180,170.0,2022,3,Wednesday,20
Bottle Gourd,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Pointed Gourd(Terai),2022-03-09,Kg,230,240,235.0,2022,3,Wednesday,10
Pumpkin,2022-03-09,Kg,35,40,37.5,2022,3,Wednesday,5
Squash(Long),2022-03-09,Kg,25,35,30.0,2022,3,Wednesday,10
Squash(Round),2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Turnip,2022-03-09,Kg,30,40,35.0,2022,3,Wednesday,10
Okara,2022-03-09,Kg,100,120,110.0,2022,3,Wednesday,20
Sweet Potato,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Barela,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Arum,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Christophine,2022-03-09,Kg,35,40,37.5,2022,3,Wednesday,5
Spinach Leaf,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Cress Leaf,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Mustard Leaf,2022-03-09,Kg,30,40,35.0,2022,3,Wednesday,10
Fenugreek Leaf,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Onion Green,2022-03-09,Kg,20,30,25.0,2022,3,Wednesday,10
Bakula,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Yam,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Mushroom(Kanya),2022-03-09,Kg,100,130,115.0,2022,3,Wednesday,30
Mushroom(Button),2022-03-09,KG,280,320,300.0,2022,3,Wednesday,40
Neuro,2022-03-09,Kg,90,100,95.0,2022,3,Wednesday,10
Brocauli,2022-03-09,Kg,30,40,35.0,2022,3,Wednesday,10
Sugarbeet,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Red Cabbbage,2022-03-09,Kg,80,100,90.0,2022,3,Wednesday,20
Lettuce,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Knolkhol,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Celery,2022-03-09,Kg,100,120,110.0,2022,3,Wednesday,20
Parseley,2022-03-09,Kg,120,150,135.0,2022,3,Wednesday,30
Fennel Leaf,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Turnip A,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Tamarind,2022-03-09,Kg,150,160,155.0,2022,3,Wednesday,10
Bamboo Shoot,2022-03-09,Kg,90,100,95.0,2022,3,Wednesday,10
Tofu,2022-03-09,Kg,80,90,85.0,2022,3,Wednesday,10
Gundruk,2022-03-09,Kg,200,250,225.0,2022,3,Wednesday,50
Apple(Jholey),2022-03-09,Kg,180,200,190.0,2022,3,Wednesday,20
Apple(Fuji),2022-03-09,KG,250,300,275.0,2022,3,Wednesday,50
Banana,2022-03-09,Doz,120,130,125.0,2022,3,Wednesday,10
Lime,2022-03-09,Kg,180,200,190.0,2022,3,Wednesday,20
Pomegranate,2022-03-09,Kg,250,300,275.0,2022,3,Wednesday,50
Grapes(Green),2022-03-09,Kg,100,120,110.0,2022,3,Wednesday,20
Grapes(Black),2022-03-09,Kg,180,200,190.0,2022,3,Wednesday,20
Orange(Indian),2022-03-09,Kg,140,150,145.0,2022,3,Wednesday,10
Water Melon(Green),2022-03-09,Kg,60,70,65.0,2022,3,Wednesday,10
Sweet Orange,2022-03-09,Kg,140,150,145.0,2022,3,Wednesday,10
Mandarin,2022-03-09,Kg,200,250,225.0,2022,3,Wednesday,50
Pineapple,2022-03-09,1 Pc,140,150,145.0,2022,3,Wednesday,10
Cucumber(Local),2022-03-09,Kg,100,120,110.0,2022,3,Wednesday,20
Cucumber(Hybrid),2022-03-09,KG,40,50,45.0,2022,3,Wednesday,10
Jack Fruit,2022-03-09,Kg,90,100,95.0,2022,3,Wednesday,10
Lemon,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Pear(Chinese),2022-03-09,Kg,220,250,235.0,2022,3,Wednesday,30
Papaya(Nepali),2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Papaya(Indian),2022-03-09,Kg,80,90,85.0,2022,3,Wednesday,10
Guava,2022-03-09,Kg,100,120,110.0,2022,3,Wednesday,20
Mombin,2022-03-09,Kg,200,250,225.0,2022,3,Wednesday,50
Sugarcane,2022-03-09,1 Pc,100,120,110.0,2022,3,Wednesday,20
Kinnow,2022-03-09,Kg,120,140,130.0,2022,3,Wednesday,20
Amla,2022-03-09,Kg,80,90,85.0,2022,3,Wednesday,10
Ginger,2022-03-09,Kg,40,50,45.0,2022,3,Wednesday,10
Chilli Dry,2022-03-09,Kg,350,400,375.0,2022,3,Wednesday,50
Chilli Green,2022-03-09,Kg,190,200,195.0,2022,3,Wednesday,10
Chilli Green(Bullet),2022-03-09,KG,190,200,195.0,2022,3,Wednesday,10
Chilli Green(Machhe),2022-03-09,KG,80,90,85.0,2022,3,Wednesday,10
Chilli Green(Akbare),2022-03-09,KG,350,400,375.0,2022,3,Wednesday,50
Capsicum,2022-03-09,Kg,90,100,95.0,2022,3,Wednesday,10
Garlic Green,2022-03-09,Kg,50,60,55.0,2022,3,Wednesday,10
Coriander Green,2022-03-09,Kg,40,60,50.0,2022,3,Wednesday,20
Garlic Dry Chinese,2022-03-09,Kg,170,180,175.0,2022,3,Wednesday,10
Garlic Dry Nepali,2022-03-09,Kg,120,140,130.0,2022,3,Wednesday,20
Clive Dry,2022-03-09,Kg,320,350,335.0,2022,3,Wednesday,30
Clive Green,2022-03-09,Kg,70,80,75.0,2022,3,Wednesday,10
Fish Fresh(Rahu),2022-03-09,KG,300,320,310.0,2022,3,Wednesday,20
Fish Fresh(Bachuwa),2022-03-09,KG,260,270,265.0,2022,3,Wednesday,10
Fish Fresh(Chhadi),2022-03-09,KG,250,300,275.0,2022,3,Wednesday,50
Fish Fresh(Mungari),2022-03-09,KG,250,260,255.0,2022,3,Wednesday,10
Tomato Big(Nepali),2022-03-10,Kg,50,60,55.0,2022,3,Thursday,10
Tomato Big(Indian),2022-03-10,Kg,40,50,45.0,2022,3,Thursday,10
Tomato Small(Local),2022-03-10,Kg,20,30,25.0,2022,3,Thursday,10
Tomato Small(Indian),2022-03-10,KG,30,40,35.0,2022,3,Thursday,10
Tomato Small(Terai),2022-03-10,KG,40,45,42.5,2022,3,Thursday,5
Potato Red,2022-03-10,Kg,25,27,26.0,2022,3,Thursday,2
Potato Red(Indian),2022-03-10,KG,25,27,26.0,2022,3,Thursday,2
Onion Dry (Indian),2022-03-10,Kg,48,50,49.0,2022,3,Thursday,2
Carrot(Local),2022-03-10,Kg,20,25,22.5,2022,3,Thursday,5
Carrot(Terai),2022-03-10,Kg,15,20,17.5,2022,3,Thursday,5
Cabbage(Local),2022-03-10,Kg,20,30,25.0,2022,3,Thursday,10
Cabbage(Terai),2022-03-10,Kg,20,30,25.0,2022,3,Thursday,10
Cabbage,2022-03-10,Kg,20,30,25.0,2022,3,Thursday,10
Cauli Local,2022-03-10,Kg,20,25,22.5,2022,3,Thursday,5
Cauli Local(Jyapu),2022-03-10,Kg,30,35,32.5,2022,3,Thursday,5
Cauli Terai,2022-03-10,Kg,20,25,22.5,2022,3,Thursday,5
Raddish Red,2022-03-10,Kg,40,50,45.0,2022,3,Thursday,10
Raddish White(Local),2022-03-10,Kg,15,20,17.5,2022,3,Thursday,5
Raddish White(Hybrid),2022-03-10,Kg,20,25,22.5,2022,3,Thursday,5
Brinjal Long,2022-03-10,Kg,60,70,65.0,2022,3,Thursday,10
Brinjal Round,2022-03-10,Kg,70,80,75.0,2022,3,Thursday,10
Green Peas,2022-03-10,Kg,50,60,55.0,2022,3,Thursday,10
